show_id,category,title,director,country,release_date,rating,duration,type,description,date
s2080,Movie,Eyyvah Eyyvah 2,Hakan Algül,Turkey,10/3/2017,TV-PG,106 min,"Comedies, International Movies, Romantic Movies","Hüseyin has found his father, and now has one more mission – to get together with the girl of his dreams, with a little help from his new friend.",3/10/2017
s2081,Movie,Eyyvah Eyyvah 3,Hakan Algül,Turkey,10/3/2017,TV-PG,103 min,"Comedies, International Movies","Life is tough for Hüseyin after marrying his true love. He works day and night to support his growing family, while singer Firuzan copes with fame.",3/10/2017
s2082,TV Show,Ezel,,Turkey,26/12/2016,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A young man framed for a crime escapes a prison sentence by faking his own death and assuming a new identity as he seeks revenge.,26/12/2016
s2083,TV Show,海的儿子,,,27/4/2018,TV-14,1 Season,"International TV Shows, TV Dramas","Two brothers start a new life in Singapore, where they run into a childhood friend who falls in love with the elder while attracting the younger.",27/4/2018
s2084,TV Show,F is for Family,,"United States, France, Canada",12/6/2020,TV-MA,4 Seasons,TV Comedies,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",6/12/2020
s2085,Movie,F the Prom,Benny Fine,United States,5/3/2018,TV-MA,92 min,"Comedies, Romantic Movies","Maddy and Cole were inseparable before high school. Then she got popular; he didn't. But after Maddy is betrayed, she and Cole reunite – to ruin prom.",3/5/2018
s2086,Movie,F.R.E.D.I.,Sean Olson,United States,15/12/2018,TV-PG,90 min,"Children & Family Movies, Sci-Fi & Fantasy","Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme.",15/12/2018
s2087,Movie,Fabrizio Copano: Solo pienso en mi,"Rodrigo Toro, Francisco Schultz",Chile,8/9/2017,TV-MA,60 min,Stand-Up Comedy,"Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more.",9/8/2017
s2088,TV Show,Fabulous Lives of Bollywood Wives,,India,27/11/2020,TV-MA,1 Season,"International TV Shows, Reality TV","Cameras follow the banter and bonding between four fun-loving women from Bollywood’s inner circle as they juggle professions, family and friendship.",27/11/2020
s2089,Movie,Face 2 Face,Matt Toronto,United States,15/1/2018,TV-MA,89 min,"Dramas, Independent Movies","Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats.",15/1/2018
s2090,Movie,Fadily Camara : La plus drôle de tes copines,Gautier & Leduc,France,14/11/2019,TV-MA,54 min,Stand-Up Comedy,"Irrepressible French comedian Fadily Camara weaves jokes, vivid characters and physical comedy into a lively stand-up show at La Cigale in Paris.",14/11/2019
s2091,TV Show,Fairy Tail,,Japan,1/4/2017,TV-MA,1 Season,"Anime Series, International TV Shows","When four young wizards team up to take jobs across the kingdom, they forge a bond more powerful than any magic and grow stronger with every mission.",4/1/2017
s2092,Movie,"Faith, Hope & Love",Robert Krantz,United States,4/2/2020,PG,106 min,"Comedies, Faith & Spirituality, Romantic Movies","After shattering losses, a recent divorcée and a heartbroken widower restore their lives when they partner for a dance competition to save her studio.",2/4/2020
s2093,TV Show,Fake or Fortune?,,United Kingdom,26/7/2019,TV-G,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.,26/7/2019
s2094,Movie,Fakkah Fuzz: Almost Banned,Michael McKay,Singapore,26/1/2018,TV-MA,61 min,Stand-Up Comedy,Stand-up comic Fakkah Fuzz mines cross-cultural humor from the experience of growing up as an outspoken Malay man in Singapore.,26/1/2018
s2095,Movie,Fakta Ladh Mhana,Sanjay Jadhav,India,15/2/2018,TV-14,150 min,"Action & Adventure, Dramas, International Movies","A young man enlists the help of his friends to avenge his uncle's death by taking on a powerful, unscrupulous politician.",15/2/2018
s2096,Movie,Fall Girls,Chris Stokes,United States,1/1/2020,TV-14,80 min,Comedies,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal.",1/1/2020
s2097,TV Show,Fall in Love with Me,,Taiwan,1/10/2016,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person.,10/1/2016
s2098,Movie,Fallen,Gregory Hoblit,United States,1/11/2019,R,124 min,Thrillers,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.,11/1/2019
s2099,TV Show,Fallet,,Sweden,1/4/2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Comedies",A Swedish detective and her timid British colleague's attempt to solve a gruesome murder case nets mixed results and miscommunication.,4/1/2018
s2100,Movie,Falling Inn Love,Roger Kumble,United States,29/8/2019,TV-PG,98 min,"Comedies, Romantic Movies","When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",29/8/2019
s2101,TV Show,Falsa identidad,,"Mexico, United States",1/6/2019,TV-MA,1 Season,"Crime TV Shows, Spanish-Language TV Shows, TV Dramas",Strangers Diego and Isabel flee their home in Mexico and pretend to be a married couple to escape his drug-dealing enemies and her abusive husband.,6/1/2019
s2102,Movie,Falz Experience,Falz,,20/12/2019,TV-MA,82 min,"International Movies, Music & Musicals","Playing multiple characters, from lawyer to preacher, Nigerian artist Falz combines cinema with a concert after his successful 2017 end-of-year show.",20/12/2019
s2103,TV Show,Familiar Wife,,South Korea,1/10/2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.",10/1/2020
s2104,Movie,Familiye,"Sedat Kirtan, Kubilay Sarikaya",Germany,1/5/2019,TV-MA,99 min,"Dramas, Independent Movies, International Movies","An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison.",5/1/2019
s2105,Movie,Family Blood,Sonny Mallhi,United States,5/5/2018,TV-MA,92 min,Horror Movies,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension.",5/5/2018
s2106,TV Show,Family Business,,France,11/9/2020,TV-MA,2 Seasons,"International TV Shows, TV Comedies, TV Dramas","After learning France is about to legalize pot, a down-on-his-luck entrepreneur and his family race to turn their butcher shop into a marijuana café.",9/11/2020
s2107,TV Show,Family Reunion,,United States,20/1/2020,TV-PG,2 Seasons,"Kids' TV, TV Comedies","When the McKellan family moves from Seattle to small-town Georgia, life down South – and traditional grandparents – challenge their big-city ways.",20/1/2020
s2108,Movie,Famous in Ahmedabad,Hardik Mehta,India,15/12/2016,TV-14,29 min,"Documentaries, International Movies",Follow an 11-year-old boy as he goes from ordinary child to colorful competitor in his quest for a big win at India’s biggest kite-flying festival.,15/12/2016
s2109,Movie,Fan of Amoory,Salmeen AlMurry Amer,United Arab Emirates,14/5/2020,TV-G,109 min,"Children & Family Movies, Dramas, International Movies","Inspired by his idol Omar Abdulrahman, a young boy navigates obstacles as he chases his dream of becoming a professional soccer player.",14/5/2020
s2110,Movie,Fanatic,Keith L. Smith,United States,24/8/2019,TV-14,91 min,Thrillers,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him.",24/8/2019
s2111,Movie,Fanatyk,Michał Tylka,Poland,14/2/2020,TV-MA,33 min,"Comedies, Dramas, Independent Movies","As a son deals with his own struggles, he must calm his father's obsession with fishing before his outlandish behavior ruins the entire family.",14/2/2020
s2112,Movie,Fandry,Nagraj Manjule,India,1/1/2018,NR,102 min,"Dramas, Independent Movies, International Movies","Spunky, lower-caste lad Jabya falls for lovely, upper-caste Shalu. But his family's derided social position proves a stubborn stumbling block to love.",1/1/2018
s2113,TV Show,Fangbone,,Canada,22/4/2017,TV-Y7,1 Season,"Kids' TV, TV Comedies","Magically transported from far-off Skullbania, a young barbarian teams up with an odd third-grader to protect his homeland from an evil sorcerer.",22/4/2017
s2114,Movie,Fantastica,Barry Gonzalez,Philippines,26/11/2020,TV-PG,114 min,"Comedies, International Movies, LGBTQ Movies",The owner of a struggling carnival starts putting on small-time shows to save his wonderland as an old friend asks for help with a magical mission.,26/11/2020
s2115,Movie,Faraar,Baljit Singh Deo,Australia,1/12/2018,TV-14,146 min,"Action & Adventure, Dramas, International Movies","When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence.",12/1/2018
s2116,Movie,Farce,Shadi Ali,Egypt,6/6/2019,TV-MA,94 min,"Comedies, International Movies","A beauty expert, a drug dealer and a bungling revolutionary end up in the grips of an extremist group after meeting on a plane to Lebanon.",6/6/2019
s2117,TV Show,Fartsa,,Russia,1/8/2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","As four Russian friends grow up in the early '60s, life, love and the curse of success threaten to derail their dreams.",8/1/2017
s2118,TV Show,Fary : Hexagone,"Adrien Lagier, Ousmane Ly",France,16/4/2020,TV-MA,2 Seasons,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","French comedy phenom Fary puts a playful spin on questions of identity, culture and more in the first half of an epic two-part stand-up special.",16/4/2020
s2119,Movie,Fary Is the New Black,Kader Aoun,France,3/4/2018,TV-MA,75 min,Stand-Up Comedy,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special.",4/3/2018
s2120,Movie,Fashion,Madhur Bhandarkar,India,2/8/2018,TV-MA,158 min,"Dramas, International Movies",A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.,8/2/2018
s2121,TV Show,Fast & Furious Spy Racers,,United States,26/12/2020,TV-Y7,3 Seasons,Kids' TV,A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies.,26/12/2020
s2122,TV Show,Fastest Car,,United States,20/9/2019,TV-MA,2 Seasons,Reality TV,The drivers of exotic supercars put their street cred on the line against deceptively fast sleeper cars built and modified by true gearheads.,20/9/2019
s2123,Movie,Fat Ballerina - David A. Arnold,Milton Horowitz,United States,2/3/2020,TV-MA,61 min,Stand-Up Comedy,"Finally comfortable in his skin, seasoned comic David A. Arnold shares his talent for doing nothing, how he's petty and why divorce saves marriages.",3/2/2020
s2124,Movie,Fatal Affair,Peter Sullivan,United States,16/7/2020,TV-14,90 min,Thrillers,A lawyer is caught in a terrifying game of cat and mouse when a drink with an old friend escalates into an obsession that jeopardizes everyone she loves.,16/7/2020
s2125,TV Show,Fatal Destiny,,,13/7/2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure",A young man from a humble family is drawn into a life of crime – and soon confronts a determined cop in hot pursuit.,13/7/2018
s2126,TV Show,Fate/Apocrypha,,Japan,7/11/2017,TV-MA,2 Seasons,"Anime Series, International TV Shows",The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.,11/7/2017
s2127,TV Show,Fate/EXTRA Last Encore,,Japan,30/10/2018,TV-MA,2 Seasons,"Anime Series, International TV Shows","Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",30/10/2018
s2128,Movie,Fate/Grand Order -First Order-,Hitoshi Namba,Japan,1/9/2020,TV-14,72 min,"Action & Adventure, Anime Features, International Movies","Discovering that humanity is facing extinction, a new recruit to the Chaldea Security Organization goes back in time in order to save the future.",9/1/2020
